date,time,title,link
2024.12.03,11:48,大摩、法人力挺！萬潤目標價上看660元 飆近漲停,https://www.ctee.com.tw/news/20241203700838-430201
2024.12.03,11:48,傳通過輝達水冷快接頭認證 這檔軸承股榮登新科千金股,https://www.ctee.com.tw/news/20241203700849-430201
2024.12.03,11:37,外資連買4天 雙利多助攻 這檔濾光片廠連拉兩根漲停,https://www.ctee.com.tw/news/20241203700802-430201
2024.12.03,11:27,12／3盤中熱門焦點股,https://www.ctee.com.tw/news/20241203700766-430201
2024.12.03,11:09,榮惠-KY布局車用與液冷商機 上市首日股價漲近40％,https://www.ctee.com.tw/news/20241203700722-430201
2024.12.03,10:52,AI妖股滿血復活 美超微供應鏈歡呼,https://www.ctee.com.tw/news/20241203700715-430201
2024.12.03,10:49,"金雨現金增資1,200萬股 每股發行價格訂為37.5元",https://www.ctee.com.tw/news/20241203700687-430201
2024.12.03,10:36,《電零組》榮惠-KY創蜜月飆近四成 2025迎接成長年,https://www.ctee.com.tw/news/20241203700829-430201
2024.12.03,10:27,《光電股》日本JDI攜手群創 搶攻車用OLED面板,https://www.ctee.com.tw/news/20241203700803-430201
2024.12.03,10:21,《金融股》第一金明年股利衝1.3元 第一銀力推女力經濟與普惠金融,https://www.ctee.com.tw/news/20241203700771-430201
2024.12.03,10:18,外資空單大減 台指期早盤延續攻勢,https://www.ctee.com.tw/news/20241203700640-430202
2024.12.03,10:13,《通網股》陸、海、空全面覆蓋！中華電衛星通訊展現多樣化應用,https://www.ctee.com.tw/news/20241203700770-430201
2024.12.03,09:57,台股唯一！順藥中風新藥有喜訊，股價竟直接跳空跌停 原因是...,https://www.ctee.com.tw/news/20241203700615-430201
2024.12.03,09:51,《半導體》客戶訂單升 IET-KY Q4重回成長,https://www.ctee.com.tw/news/20241203700734-430201
2024.12.03,09:28,《其他股》看好T-TAS國產羽絨進軍東瀛 光隆明年營收看增2位數,https://www.ctee.com.tw/news/20241203700683-430201
2024.12.03,09:26,《生醫股》睿生光電結合AI、大數據分析與5G物聯網 秀醫療解決方案,https://www.ctee.com.tw/news/20241203700682-430201
2024.12.03,09:16,台積電漲逾2％ 台股早盤重返23K 作夢行情開跑,https://www.ctee.com.tw/news/20241203700554-430201
2024.12.03,08:58,《期貨》23K回歸 12月台指期開漲330點,https://www.ctee.com.tw/news/20241203700622-430201
2024.12.03,08:54,12／3群益早安｜全球財經時事深度解說,https://www.ctee.com.tw/news/20241203700518-430205
2024.12.03,08:54,《美股掃瞄》標普、那指創新高 台積電、美超微飆漲,https://www.ctee.com.tw/news/20241203700621-430201
2024.12.03,08:03,《電零組》金山電10月每股盈餘0.08元 Q4估略勝Q3,https://www.ctee.com.tw/news/20241203700553-430201
2024.12.03,08:00,《百貨股》統一超OPENPOINT市場規模突破35億創高 兌換選擇多元化,https://www.ctee.com.tw/news/20241203700544-430201
2024.12.03,07:57,《金融股》第一保前三季賺贏去年全年 明年股利正向看待,https://www.ctee.com.tw/news/20241203700541-430201
2024.12.03,07:56,《櫃買市場》久昌本周上櫃掛牌,https://www.ctee.com.tw/news/20241203700540-430201
2024.12.03,07:56,《半導體》群聯處分宏芯宇股權 44億元獲利將投入台灣研發,https://www.ctee.com.tw/news/20241203700539-430201
2024.12.03,07:40,12／3盤前｜內外資喊買4檔半導體設備 這檔擠進台積優良供應商,https://www.ctee.com.tw/news/20241203700420-430201
2024.12.03,03:00,櫃買中心董事長 簡立忠：擴大永續債 拉升政府發行,https://www.ctee.com.tw/news/20241203700066-430201
2024.12.03,03:00,作帳行情啟動 法人看好12月台股上漲機率逾9成,https://www.ctee.com.tw/news/20241203700081-430201
2024.12.03,03:00,國家隊護盤有好報酬！三大政府基金 前十月賺逾兆元,https://www.ctee.com.tw/news/20241203700085-430201
2024.12.03,03:00,零股撮合新制成交大爆發 15檔散戶都在買,https://www.ctee.com.tw/news/20241203700088-430201
2024.12.03,03:00,今年IPO衝54家 近六年最多,https://www.ctee.com.tw/news/20241203700090-430201
2024.12.03,03:00,搶進先進封裝商機 4檔半導體設備 內外資喊買,https://www.ctee.com.tw/news/20241203700222-430201
2024.12.03,03:00,大盤觸底反彈 看好年底作帳行情,https://www.ctee.com.tw/news/20241203700233-430205
2024.12.03,03:00,致茂 訂單增溫前景看俏,https://www.ctee.com.tw/news/20241203700247-430201
2024.12.03,03:00,西勝 題材加持股價創高,https://www.ctee.com.tw/news/20241203700249-430201
2024.12.03,03:00,信立 外資進駐漲停,https://www.ctee.com.tw/news/20241203700262-430201
2024.12.03,03:00,亞航 成功站上5日線,https://www.ctee.com.tw/news/20241203700264-430201
2024.12.03,03:00,台股11月總開戶 攀峰,https://www.ctee.com.tw/news/20241203700274-430201
2024.12.03,03:00,KY股法說連發 金麗、永邑、麗豐 5日打頭陣,https://www.ctee.com.tw/news/20241203700277-430201
2024.12.03,03:00,臺灣市值動能50指數 四特色吸睛,https://www.ctee.com.tw/news/20241203700278-430201
2024.12.03,03:00,臺灣中型100指數期貨 吸睛,https://www.ctee.com.tw/news/20241203700288-430202
2024.12.03,03:00,油市供過於求 震盪走弱,https://www.ctee.com.tw/news/20241203700290-430202
2024.12.03,03:00,台指期 逆勢突圍均線反壓,https://www.ctee.com.tw/news/20241203700291-430202
2024.12.03,03:00,獲輝達認證 嘉澤、奇鋐股價嗨,https://www.ctee.com.tw/news/20241203700293-430203
2024.12.03,03:00,CCL崛起 台光電、台燿權證夯,https://www.ctee.com.tw/news/20241203700296-430203
2024.12.03,03:00,買盤追價 高力、東陽守均線,https://www.ctee.com.tw/news/20241203700299-430203
2024.12.03,03:00,中光電 攻無人機有成,https://www.ctee.com.tw/news/20241203700302-430203
2024.12.03,03:00,大立光 將受惠i18鏡頭,https://www.ctee.com.tw/news/20241203700305-430203
2024.12.02,22:06,11月非農數據本周出爐 台指期夜盤續漲,https://www.ctee.com.tw/news/20241202701765-430202
