date,time,title,link
2024.12.02,16:50,潛在獲利空間近四成 明遠精密4日起申購每股69元,https://www.ctee.com.tw/news/20241202701322-430201
2024.12.02,16:43,三大法人買超台股202.56億元,https://www.ctee.com.tw/news/20241202701122-430201
2024.12.02,16:36,全福生技IPO公開申購4日起展開 潛在套利空間23％,https://www.ctee.com.tw/news/20241202701248-430201
2024.12.02,16:35,《汽車股》iRent機車版圖擴大 騎進花東、基隆、淡水,https://www.ctee.com.tw/news/20241202701428-430201
2024.12.02,16:31,博弘上櫃IPO預計12／4申購 潛在獲利空間36％,https://www.ctee.com.tw/news/20241202701252-430201
2024.12.02,16:30,永笙生技12／5登錄興櫃 承銷價45元,https://www.ctee.com.tw/news/20241202701250-430201
2024.12.02,16:28,《汽車股》車市前11月減4% 銷售前十大TOYOTA占6席,https://www.ctee.com.tw/news/20241202701411-430201
2024.12.02,16:26,《電零組》泰藝明年火了 營收看增雙位數,https://www.ctee.com.tw/news/20241202701409-430201
2024.12.02,16:12,《證交所》外資上周連3賣 轉進航空、調節晶圓雙雄,https://www.ctee.com.tw/news/20241202701388-430201
2024.12.02,15:49,《航運股》星宇航空正式開航台中-沖繩航線,https://www.ctee.com.tw/news/20241202701332-430201
2024.12.02,15:43,《電纜股》華新12月不銹鋼盤價300系每公噸降千元,https://www.ctee.com.tw/news/20241202701330-430201
2024.12.02,15:36,《台北股市》台股上周遭外資提款28.5億美元 新興亞洲之首,https://www.ctee.com.tw/news/20241202701291-430201
2024.12.02,15:32,台股強彈474點 台積電重返千元 專家點名兩族群後市有撐,https://www.ctee.com.tw/news/20241202701087-430201
2024.12.02,15:21,《櫃買市場》違反規定 神盾遭罰10萬元,https://www.ctee.com.tw/news/20241202701253-430201
2024.12.02,15:13,《盤後解析》台積掌旗站回季線 作帳行情可期,https://www.ctee.com.tw/news/20241202701245-430201
2024.12.02,15:12,外資上周提款聯電逾14萬張最多 買超華航近12萬張居第一名,https://www.ctee.com.tw/news/20241202701108-430201
2024.12.02,14:30,台積領頭台股大漲474點 矽光子火熱 這檔BBU爆出11萬張天量,https://www.ctee.com.tw/news/20241202700758-430201
2024.12.02,14:29,《金融股》康和證與調查局簽MOU 資安聯防打擊駭客,https://www.ctee.com.tw/news/20241202701165-430201
2024.12.02,13:40,傳提前獲得輝達認證 嘉澤漲停飆新高、奇鋐強攻6％,https://www.ctee.com.tw/news/20241202700783-430201
2024.12.02,13:39,低軌衛星、歐美需求雙題材！網通發光 智邦、神準攻漲停,https://www.ctee.com.tw/news/20241202700732-430201
2024.12.02,13:37,《通網股》網通股王強衝700關！智邦受AI助攻持續飆升,https://www.ctee.com.tw/news/20241202701052-430201
2024.12.02,13:32,GB200帶旺 散熱股股價紅不讓,https://www.ctee.com.tw/news/20241202700916-430201
2024.12.02,13:26,《通網股》三大產品線2025強勢回歸 啟碁奪3線,https://www.ctee.com.tw/news/20241202701029-430201
2024.12.02,13:16,《觀光股》觀光業進高原期 雄獅營運續揚、看好2領域動能,https://www.ctee.com.tw/news/20241202701010-430201
2024.12.02,13:10,《光電股》無人機題材足 中光電觸漲停,https://www.ctee.com.tw/news/20241202700986-430201
2024.12.02,12:03,《電週邊》冀望AI PC貢獻 宏碁站回5日線,https://www.ctee.com.tw/news/20241202700876-430201
2024.12.02,11:54,12／2盤中熱門焦點股,https://www.ctee.com.tw/news/20241202700710-430201
2024.12.02,11:49,明年展望俏 聯德控股登頂,https://www.ctee.com.tw/news/20241202700850-430201
2024.12.02,11:34,《觀光股》雄獅重返東區打造複合門市 年營收拚5億元,https://www.ctee.com.tw/news/20241202700840-430201
2024.12.02,11:34,《盤中解析》權王站回千元 領軍大漲逾500點,https://www.ctee.com.tw/news/20241202700839-430201
2024.12.02,11:33,華冠10根漲停！雷達技術引領股價飆1.55倍,https://www.ctee.com.tw/news/20241202700838-430201
2024.12.02,11:29,盤中零股交易今日起撮合縮短至5秒 元富證好富投APP整零股切換一鍵搞定,https://www.ctee.com.tw/news/20241202700664-430201
2024.12.02,11:21,《航運股》台灣虎航2025夏季班表 明日開賣,https://www.ctee.com.tw/news/20241202700835-430201
2024.12.02,11:20,《鋼鐵股》豐興廢鋼、鋼筋再跌200元 短線得看陸需求,https://www.ctee.com.tw/news/20241202700811-430201
2024.12.02,10:48,BBU需求旺＋外資力挺 AES-KY逼近千元大關,https://www.ctee.com.tw/news/20241202700722-430201
2024.12.02,10:42,江國中｜不是BBU也不是CPO？輝積股明年具翻倍潛力的竟是「它」！,https://www.ctee.com.tw/news/20241202700624-430205
2024.12.02,10:35,《電零組》今年EPS拚逾4元 凱美攻高,https://www.ctee.com.tw/news/20241202700709-430201
2024.12.02,10:34,不畏大股東賣股利空 菱光股價一度衝至55.5元,https://www.ctee.com.tw/news/20241202700606-430201
2024.12.02,10:31,本土法人出具報告預期亞德客-KY今年營收及獲利續創新高,https://www.ctee.com.tw/news/20241202700605-430201
2024.12.02,10:27,台指期早盤強彈 漲逾400點,https://www.ctee.com.tw/news/20241202700590-430202
2024.12.02,10:26,"勞動基金10月賺209億 前10月獲利9,391億再寫新高",https://www.ctee.com.tw/news/20241202700604-430201
2024.12.02,10:21,"退撫基金10月再賺119億 前10月獲利1,436億收益率15.83％",https://www.ctee.com.tw/news/20241202700586-430201
2024.12.02,09:40,"11月台股開戶數再寫新高 月增39,767人",https://www.ctee.com.tw/news/20241202700542-430201
2024.12.02,09:35,《電通股》車用需求強勁 毅嘉11月營收年增14%,https://www.ctee.com.tw/news/20241202700622-430201
2024.12.02,09:33,楊惠宇｜看似危機實則轉機 保瑞等3檔可關注,https://www.ctee.com.tw/news/20241202700537-430205
2024.12.02,09:32,《電零組》AI帶動需求 富喬明年營運看俏,https://www.ctee.com.tw/news/20241202700621-430201
2024.12.02,09:32,《電週邊》佳世達旗下DKABio 推出數位分身AI健康管理服務,https://www.ctee.com.tw/news/20241202700620-430201
2024.12.02,09:31,《期貨》跟著「輝積」飛 12月台指期開漲逾200點、重返22600,https://www.ctee.com.tw/news/20241202700618-430201
2024.12.02,09:18,台股早盤大漲逾300點 台積電重返千元 AI股帶頭衝刺,https://www.ctee.com.tw/news/20241202700505-430201
2024.12.02,09:17,12／2群益早安｜全球財經時事深度解說,https://www.ctee.com.tw/news/20241202700508-430205
